comparison,missing_terms,log_rate_ratio,std_error,rate_ratio,ci_low,ci_high,z,p_two_sided,directional_alternative,p_directional
response vs immediate,,0.6025589707672839,0.4357401657986222,1.8267875201462211,0.7776398698477125,4.291385734138741,1.38284009155529,0.16671390294340493,less,0.9166430485282975
long-term vs response,,0.3727371359611329,0.23388733011104773,1.4517026892417366,0.9178860440796495,2.2959720452714687,1.5936610836686214,0.11101196506948871,greater,0.055505982534744355
long-term vs immediate,,0.9752961067284168,0.4535198100917936,2.651952355669512,1.0902393714310712,6.450740526375972,2.1505038700095906,0.03151538020490041,,
