elapsed_band_index,elapsed_band,u_shape_phase,delayed_peak_phase,calendar_band_index,calendar_band,event_number_cat,org_size,org_size_score,org_size_unknown,employee_size,turnover_size,sector_proxy,entity_kind_group,prior_records_band,events,exposure_days
0,0-180,immediate,not_applicable,1,2019-2021,2,LARGE,3.0,0,very_large,unknown,government,government_body,unknown,0,180
0,0-180,immediate,not_applicable,1,2019-2021,2,LARGE,3.0,0,very_large,unknown,government,organisation,unknown,0,180
0,0-180,immediate,not_applicable,1,2019-2021,2,MEDIUM,2.0,0,small,unknown,technology,organisation,unknown,0,180
0,0-180,immediate,not_applicable,1,2019-2021,2,UNKNOWN,2.8546875,1,unknown,unknown,government,government_body,unknown,1,153
0,0-180,immediate,not_applicable,1,2019-2021,3+,LARGE,3.0,0,very_large,unknown,education,organisation,1k-10k,0,180
0,0-180,immediate,not_applicable,1,2019-2021,3+,UNKNOWN,2.8546875,1,unknown,unknown,government,government_body,unknown,0,180
0,0-180,immediate,not_applicable,2,2022-2023,1,HUGE,4.0,0,unknown,unknown,government,government_body,1k-10k,0,180
0,0-180,immediate,not_applicable,2,2022-2023,1,HUGE,4.0,0,unknown,unknown,government,organisation,unknown,0,2
0,0-180,immediate,not_applicable,2,2022-2023,1,HUGE,4.0,0,unknown,unknown,industrial,organisation,<1k,0,180
0,0-180,immediate,not_applicable,2,2022-2023,1,HUGE,4.0,0,very_large,unknown,education,organisation,10k-100k,0,180
0,0-180,immediate,not_applicable,2,2022-2023,1,HUGE,4.0,0,very_large,unknown,government,government_body,100k+,0,360
0,0-180,immediate,not_applicable,2,2022-2023,1,HUGE,4.0,0,very_large,unknown,government,government_body,10k-100k,0,289
0,0-180,immediate,not_applicable,2,2022-2023,1,HUGE,4.0,0,very_large,unknown,government,government_body,1k-10k,0,180
0,0-180,immediate,not_applicable,2,2022-2023,1,HUGE,4.0,0,very_large,unknown,government,government_body,unknown,0,620
0,0-180,immediate,not_applicable,2,2022-2023,1,HUGE,4.0,0,very_large,unknown,government,organisation,10k-100k,0,323
0,0-180,immediate,not_applicable,2,2022-2023,1,HUGE,4.0,0,very_large,unknown,government,organisation,<1k,0,180
0,0-180,immediate,not_applicable,2,2022-2023,1,HUGE,4.0,0,very_large,unknown,government,organisation,unknown,0,275
0,0-180,immediate,not_applicable,2,2022-2023,1,HUGE,4.0,0,very_large,unknown,health,organisation,10k-100k,0,13
0,0-180,immediate,not_applicable,2,2022-2023,1,HUGE,4.0,0,very_large,unknown,health,organisation,unknown,0,180
0,0-180,immediate,not_applicable,2,2022-2023,1,HUGE,4.0,0,very_large,unknown,other,organisation,unknown,0,1115
0,0-180,immediate,not_applicable,2,2022-2023,1,HUGE,4.0,0,very_large,unknown,retail,organisation,<1k,0,180
0,0-180,immediate,not_applicable,2,2022-2023,1,HUGE,4.0,0,very_large,unknown,technology,organisation,100k+,0,336
0,0-180,immediate,not_applicable,2,2022-2023,1,HUGE,4.0,0,very_large,unknown,technology,organisation,10k-100k,0,217
0,0-180,immediate,not_applicable,2,2022-2023,1,HUGE,4.0,0,very_large,unknown,technology,organisation,<1k,0,180
0,0-180,immediate,not_applicable,2,2022-2023,1,HUGE,4.0,0,very_large,unknown,technology,organisation,unknown,0,588
0,0-180,immediate,not_applicable,2,2022-2023,1,HUGE,4.0,0,very_large,unknown,telecom_transport,organisation,100k+,0,180
0,0-180,immediate,not_applicable,2,2022-2023,1,HUGE,4.0,0,very_large,unknown,telecom_transport,organisation,unknown,0,180
0,0-180,immediate,not_applicable,2,2022-2023,1,LARGE,3.0,0,large,unknown,education,organisation,<1k,0,180
0,0-180,immediate,not_applicable,2,2022-2023,1,LARGE,3.0,0,large,unknown,finance,organisation,100k+,0,180
0,0-180,immediate,not_applicable,2,2022-2023,1,LARGE,3.0,0,large,unknown,finance,organisation,10k-100k,0,180
0,0-180,immediate,not_applicable,2,2022-2023,1,LARGE,3.0,0,large,unknown,finance,organisation,<1k,0,180
0,0-180,immediate,not_applicable,2,2022-2023,1,LARGE,3.0,0,large,unknown,government,organisation,unknown,0,377
0,0-180,immediate,not_applicable,2,2022-2023,1,LARGE,3.0,0,large,unknown,health,organisation,100k+,0,180
0,0-180,immediate,not_applicable,2,2022-2023,1,LARGE,3.0,0,large,unknown,health,organisation,unknown,0,180
0,0-180,immediate,not_applicable,2,2022-2023,1,LARGE,3.0,0,large,unknown,industrial,organisation,unknown,0,145
0,0-180,immediate,not_applicable,2,2022-2023,1,LARGE,3.0,0,large,unknown,other,organisation,100k+,0,180
0,0-180,immediate,not_applicable,2,2022-2023,1,LARGE,3.0,0,large,unknown,other,organisation,10k-100k,0,180
0,0-180,immediate,not_applicable,2,2022-2023,1,LARGE,3.0,0,large,unknown,other,organisation,1k-10k,0,180
0,0-180,immediate,not_applicable,2,2022-2023,1,LARGE,3.0,0,large,unknown,other,organisation,unknown,0,601
0,0-180,immediate,not_applicable,2,2022-2023,1,LARGE,3.0,0,large,unknown,retail,organisation,100k+,0,180
0,0-180,immediate,not_applicable,2,2022-2023,1,LARGE,3.0,0,large,unknown,retail,organisation,10k-100k,0,61
0,0-180,immediate,not_applicable,2,2022-2023,1,LARGE,3.0,0,large,unknown,technology,organisation,10k-100k,0,1
0,0-180,immediate,not_applicable,2,2022-2023,1,LARGE,3.0,0,large,unknown,technology,organisation,unknown,0,31
0,0-180,immediate,not_applicable,2,2022-2023,1,LARGE,3.0,0,medium,unknown,education,organisation,<1k,0,180
0,0-180,immediate,not_applicable,2,2022-2023,1,LARGE,3.0,0,medium,unknown,other,organisation,1k-10k,0,35
0,0-180,immediate,not_applicable,2,2022-2023,1,LARGE,3.0,0,medium,unknown,other,organisation,unknown,0,180
0,0-180,immediate,not_applicable,2,2022-2023,1,LARGE,3.0,0,unknown,unknown,other,organisation,1k-10k,0,180
0,0-180,immediate,not_applicable,2,2022-2023,1,LARGE,3.0,0,very_large,unknown,education,organisation,10k-100k,0,180
0,0-180,immediate,not_applicable,2,2022-2023,1,LARGE,3.0,0,very_large,unknown,finance,organisation,10k-100k,0,180
0,0-180,immediate,not_applicable,2,2022-2023,1,LARGE,3.0,0,very_large,unknown,finance,organisation,unknown,0,360
0,0-180,immediate,not_applicable,2,2022-2023,1,LARGE,3.0,0,very_large,unknown,government,government_body,<1k,0,60
0,0-180,immediate,not_applicable,2,2022-2023,1,LARGE,3.0,0,very_large,unknown,government,organisation,10k-100k,0,241
0,0-180,immediate,not_applicable,2,2022-2023,1,LARGE,3.0,0,very_large,unknown,government,organisation,<1k,0,77
0,0-180,immediate,not_applicable,2,2022-2023,1,LARGE,3.0,0,very_large,unknown,government,organisation,unknown,0,571
0,0-180,immediate,not_applicable,2,2022-2023,1,LARGE,3.0,0,very_large,unknown,government,other_or_unknown,100k+,0,180
0,0-180,immediate,not_applicable,2,2022-2023,1,LARGE,3.0,0,very_large,unknown,health,organisation,100k+,0,360
0,0-180,immediate,not_applicable,2,2022-2023,1,LARGE,3.0,0,very_large,unknown,health,organisation,10k-100k,0,122
0,0-180,immediate,not_applicable,2,2022-2023,1,LARGE,3.0,0,very_large,unknown,health,organisation,<1k,0,88
0,0-180,immediate,not_applicable,2,2022-2023,1,LARGE,3.0,0,very_large,unknown,industrial,organisation,1k-10k,0,180
0,0-180,immediate,not_applicable,2,2022-2023,1,LARGE,3.0,0,very_large,unknown,media,organisation,<1k,0,180
0,0-180,immediate,not_applicable,2,2022-2023,1,LARGE,3.0,0,very_large,unknown,other,organisation,100k+,0,52
0,0-180,immediate,not_applicable,2,2022-2023,1,LARGE,3.0,0,very_large,unknown,other,organisation,unknown,0,570
0,0-180,immediate,not_applicable,2,2022-2023,1,LARGE,3.0,0,very_large,unknown,retail,organisation,100k+,0,122
0,0-180,immediate,not_applicable,2,2022-2023,1,LARGE,3.0,0,very_large,unknown,technology,organisation,1k-10k,0,180
0,0-180,immediate,not_applicable,2,2022-2023,1,LARGE,3.0,0,very_large,unknown,technology,organisation,unknown,0,241
0,0-180,immediate,not_applicable,2,2022-2023,1,LARGE,3.0,0,very_large,unknown,technology,other_or_unknown,unknown,0,180
0,0-180,immediate,not_applicable,2,2022-2023,1,MEDIUM,2.0,0,medium,unknown,finance,organisation,10k-100k,0,180
0,0-180,immediate,not_applicable,2,2022-2023,1,MEDIUM,2.0,0,medium,unknown,government,government_body,100k+,0,180
0,0-180,immediate,not_applicable,2,2022-2023,1,MEDIUM,2.0,0,medium,unknown,government,government_body,unknown,0,180
0,0-180,immediate,not_applicable,2,2022-2023,1,MEDIUM,2.0,0,medium,unknown,government,organisation,10k-100k,0,273
0,0-180,immediate,not_applicable,2,2022-2023,1,MEDIUM,2.0,0,medium,unknown,government,organisation,unknown,0,324
0,0-180,immediate,not_applicable,2,2022-2023,1,MEDIUM,2.0,0,medium,unknown,health,organisation,unknown,0,40
0,0-180,immediate,not_applicable,2,2022-2023,1,MEDIUM,2.0,0,medium,unknown,other,organisation,100k+,0,217
0,0-180,immediate,not_applicable,2,2022-2023,1,MEDIUM,2.0,0,medium,unknown,other,organisation,10k-100k,0,540
0,0-180,immediate,not_applicable,2,2022-2023,1,MEDIUM,2.0,0,medium,unknown,other,organisation,1k-10k,0,180
0,0-180,immediate,not_applicable,2,2022-2023,1,MEDIUM,2.0,0,medium,unknown,other,organisation,unknown,0,760
0,0-180,immediate,not_applicable,2,2022-2023,1,MEDIUM,2.0,0,medium,unknown,retail,organisation,100k+,0,180
0,0-180,immediate,not_applicable,2,2022-2023,1,MEDIUM,2.0,0,medium,unknown,technology,organisation,unknown,0,496
0,0-180,immediate,not_applicable,2,2022-2023,1,MEDIUM,2.0,0,small,unknown,finance,organisation,1k-10k,0,180
0,0-180,immediate,not_applicable,2,2022-2023,1,MEDIUM,2.0,0,small,unknown,government,government_body,unknown,0,180
0,0-180,immediate,not_applicable,2,2022-2023,1,MEDIUM,2.0,0,small,unknown,health,organisation,100k+,0,122
0,0-180,immediate,not_applicable,2,2022-2023,1,MEDIUM,2.0,0,small,unknown,other,organisation,10k-100k,0,180
0,0-180,immediate,not_applicable,2,2022-2023,1,MEDIUM,2.0,0,unknown,unknown,other,organisation,1k-10k,0,17
0,0-180,immediate,not_applicable,2,2022-2023,1,SMALL,1.0,0,small,unknown,health,organisation,unknown,0,108
0,0-180,immediate,not_applicable,2,2022-2023,1,SMALL,1.0,0,small,unknown,other,organisation,10k-100k,0,540
0,0-180,immediate,not_applicable,2,2022-2023,1,SMALL,1.0,0,small,unknown,other,organisation,1k-10k,0,180
0,0-180,immediate,not_applicable,2,2022-2023,1,SMALL,1.0,0,small,unknown,technology,organisation,10k-100k,0,180
0,0-180,immediate,not_applicable,2,2022-2023,1,SMALL,1.0,0,small,unknown,technology,organisation,unknown,0,180
0,0-180,immediate,not_applicable,2,2022-2023,1,UNKNOWN,2.8546875,1,unknown,unknown,health,organisation,100k+,0,180
0,0-180,immediate,not_applicable,2,2022-2023,1,UNKNOWN,2.8546875,1,unknown,unknown,health,organisation,1k-10k,0,122
0,0-180,immediate,not_applicable,2,2022-2023,1,UNKNOWN,2.8546875,1,unknown,unknown,health,organisation,unknown,0,180
0,0-180,immediate,not_applicable,2,2022-2023,1,UNKNOWN,2.8546875,1,unknown,unknown,other,organisation,1k-10k,0,180
0,0-180,immediate,not_applicable,2,2022-2023,1,UNKNOWN,2.8546875,1,unknown,unknown,other,organisation,unknown,0,180
0,0-180,immediate,not_applicable,2,2022-2023,1,UNKNOWN,2.8546875,1,unknown,unknown,technology,other_or_unknown,100k+,0,149
0,0-180,immediate,not_applicable,2,2022-2023,2,HUGE,4.0,0,very_large,unknown,government,government_body,1k-10k,0,180
0,0-180,immediate,not_applicable,2,2022-2023,2,HUGE,4.0,0,very_large,unknown,government,government_body,unknown,1,15
0,0-180,immediate,not_applicable,2,2022-2023,2,HUGE,4.0,0,very_large,unknown,government,organisation,100k+,0,180
0,0-180,immediate,not_applicable,2,2022-2023,2,HUGE,4.0,0,very_large,unknown,government,organisation,1k-10k,0,360
0,0-180,immediate,not_applicable,2,2022-2023,2,HUGE,4.0,0,very_large,unknown,government,organisation,<1k,0,180
0,0-180,immediate,not_applicable,2,2022-2023,2,HUGE,4.0,0,very_large,unknown,technology,organisation,100k+,0,180
0,0-180,immediate,not_applicable,2,2022-2023,2,HUGE,4.0,0,very_large,unknown,technology,organisation,unknown,0,360
0,0-180,immediate,not_applicable,2,2022-2023,2,HUGE,4.0,0,very_large,unknown,telecom_transport,organisation,100k+,0,180
0,0-180,immediate,not_applicable,2,2022-2023,2,LARGE,3.0,0,large,unknown,government,organisation,unknown,0,180
0,0-180,immediate,not_applicable,2,2022-2023,2,LARGE,3.0,0,unknown,unknown,education,organisation,1k-10k,0,149
0,0-180,immediate,not_applicable,2,2022-2023,2,LARGE,3.0,0,very_large,unknown,education,organisation,1k-10k,0,180
0,0-180,immediate,not_applicable,2,2022-2023,3+,HUGE,4.0,0,very_large,unknown,finance,organisation,unknown,0,61
0,0-180,immediate,not_applicable,2,2022-2023,3+,HUGE,4.0,0,very_large,unknown,government,government_body,unknown,0,180
0,0-180,immediate,not_applicable,2,2022-2023,3+,HUGE,4.0,0,very_large,unknown,telecom_transport,organisation,100k+,1,86
0,0-180,immediate,not_applicable,2,2022-2023,3+,HUGE,4.0,0,very_large,unknown,telecom_transport,organisation,10k-100k,0,180
0,0-180,immediate,not_applicable,2,2022-2023,3+,LARGE,3.0,0,very_large,unknown,education,organisation,1k-10k,0,180
0,0-180,immediate,not_applicable,2,2022-2023,3+,LARGE,3.0,0,very_large,unknown,education,organisation,unknown,1,211
0,0-180,immediate,not_applicable,2,2022-2023,3+,LARGE,3.0,0,very_large,unknown,government,government_body,unknown,0,17
0,0-180,immediate,not_applicable,2,2022-2023,3+,UNKNOWN,2.8546875,1,unknown,unknown,government,government_body,1k-10k,1,146
0,0-180,immediate,not_applicable,2,2022-2023,3+,UNKNOWN,2.8546875,1,unknown,unknown,government,government_body,unknown,0,180
0,0-180,immediate,not_applicable,3,2024-2026,1,HUGE,4.0,0,unknown,unknown,government,organisation,unknown,0,180
0,0-180,immediate,not_applicable,3,2024-2026,1,HUGE,4.0,0,unknown,unknown,other,organisation,10k-100k,0,180
0,0-180,immediate,not_applicable,3,2024-2026,1,HUGE,4.0,0,very_large,unknown,education,organisation,10k-100k,0,360
0,0-180,immediate,not_applicable,3,2024-2026,1,HUGE,4.0,0,very_large,unknown,finance,organisation,1k-10k,0,180
0,0-180,immediate,not_applicable,3,2024-2026,1,HUGE,4.0,0,very_large,unknown,finance,organisation,unknown,0,180
0,0-180,immediate,not_applicable,3,2024-2026,1,HUGE,4.0,0,very_large,unknown,finance,other_or_unknown,10k-100k,0,180
0,0-180,immediate,not_applicable,3,2024-2026,1,HUGE,4.0,0,very_large,unknown,government,government_body,10k-100k,0,10
0,0-180,immediate,not_applicable,3,2024-2026,1,HUGE,4.0,0,very_large,unknown,government,government_body,1k-10k,0,180
0,0-180,immediate,not_applicable,3,2024-2026,1,HUGE,4.0,0,very_large,unknown,government,government_body,unknown,0,759
0,0-180,immediate,not_applicable,3,2024-2026,1,HUGE,4.0,0,very_large,unknown,government,organisation,100k+,0,442
0,0-180,immediate,not_applicable,3,2024-2026,1,HUGE,4.0,0,very_large,unknown,government,organisation,10k-100k,0,119
0,0-180,immediate,not_applicable,3,2024-2026,1,HUGE,4.0,0,very_large,unknown,government,organisation,unknown,0,771
